source,target,weight
99,100,78
100,108,75
100,109,40
100,111,92
100,112,17
100,118,91
100,122,35
100,124,58
100,126,80
100,101,10
101,107,26
101,111,94
101,112,92
101,114,48
101,119,15
101,121,46
101,126,98
101,127,63
101,102,76
102,105,95
102,106,87
102,109,33
102,110,5
102,120,2
102,103,91
103,104,81
103,111,81
103,115,41
103,123,54
103,125,68
103,126,36
104,105,63
104,111,62
104,112,6
104,115,8
104,117,30
104,118,23
104,121,53
104,126,65
104,127,45
105,109,53
105,111,14
105,115,96
105,118,61
105,122,65
105,127,34
105,106,65
106,109,6
106,112,12
106,114,5
106,119,91
106,121,42
106,122,63
106,124,77
106,125,82
106,126,82
106,107,33
107,109,37
107,110,19
107,112,9
107,115,88
107,121,11
107,122,50
107,127,66
107,108,25
108,112,83
108,118,100
108,119,51
108,120,47
108,121,36
108,124,38
108,126,28
108,109,59
109,112,21
109,113,5
109,114,75
109,115,6
109,123,96
109,124,71
109,125,13
109,110,64
110,119,70
110,123,97
110,125,52
110,127,85
110,111,7
111,113,100
111,115,2
111,120,15
111,122,8
111,123,52
111,112,61
112,113,58
112,121,85
112,123,89
112,126,23
112,127,9
113,119,73
113,114,41
114,118,80
114,127,22
114,115,69
115,121,9
115,122,64
115,116,64
116,121,21
116,124,38
116,126,37
116,127,70
116,117,61
117,122,62
117,124,81
117,118,32
118,121,33
118,127,13
118,119,100
119,120,81
119,122,40
119,124,12
119,126,20
120,121,65
120,123,76
121,123,48
121,125,64
121,122,3
122,126,18
122,123,99
123,125,55
123,126,93
123,124,44
124,126,30
124,125,81
125,126,35
126,127,82
